id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
14460551,Cosy & Comfortable - 2 bedrooms for up to 4 guests,20825780,Peter,,Boroondara,-37.81825,145.09329,Private room,80,1,32,2021-01-10,0.49,4,322,0,
14461615,LUXURY 1-BR CBD APARTMENT + SUNSET VIEWS,10394006,Daniel,,Melbourne,-37.81581,144.95305,Entire home/apt,154,2,178,2022-02-19,2.64,13,70,20,
14476247,Amazing views & only 10min walk to Melbourne City!,65572251,Adrian,,Melbourne,-37.83004,144.97025,Private room,742,1,13,2017-07-20,0.19,1,0,0,
14477158,"Central Studio in Melb CBD!free tram, >1min skybus",24508892,Joseph,,Melbourne,-37.81451,144.95254,Entire home/apt,105,7,242,2022-01-24,3.58,10,75,4,
14489124,Amazing unit at Royal Park tower,89410943,Hongfei,,Melbourne,-37.7959,144.94818,Shared room,40,1,0,,,1,0,0,
14491459,StayCentral - NGV Arts Centre retreat; trams,4177728,Chris From StayCentral,,Melbourne,-37.82536,144.96538,Entire home/apt,311,3,15,2022-01-24,0.23,22,265,3,
14506444,Family Home 2kms from Flemington racecourse,89613234,Tom,,Moonee Valley,-37.77677,144.9236,Entire home/apt,270,7,3,2017-10-01,0.05,1,348,0,
14508394,beautifull basic room it's full,13660126,Pierre,,Monash,-37.86555,145.13691,Private room,555,100,1,2016-08-31,0.01,1,358,0,
14524412,"Stylish Victorian, Inner City Gem",56435365,Colin,,Yarra,-37.793,144.98952,Entire home/apt,160,1,201,2019-11-03,2.97,1,0,0,
14659932,Cozy room in Posh Locality,41972657,Pooja,,Hume,-37.57346,144.9129,Private room,50,10,0,,,1,0,0,
14016054,"Room, Great location in Melbourne",25910416,Guillaume,,Melbourne,-37.82691,144.9697,Private room,45,7,0,,,1,0,0,
14016689,Botanical St Kilda Apartment with private garden,1395312,Belle,,Port Phillip,-37.86846,144.98174,Entire home/apt,90,7,18,2022-02-13,0.28,1,0,4,
14021047,Cozy apartment,83883620,Timothy,,Stonnington,-37.83686,144.99945,Private room,93,1,1,2016-07-24,0.01,1,0,0,
14029608,Creature comforts,9457606,Stephanie,,Yarra,-37.81178,145.0149,Entire home/apt,90,3,101,2020-05-03,1.46,1,0,0,
14031679,Luxury bedroom in best location in Melbourne,84022888,Elia,,Port Phillip,-37.847633,144.978088,Private room,121,1,186,2022-03-06,2.80,1,73,20,
14032456,"Relaxing Flexibility in Thornbury, Melbourne",84032978,Greg,,Darebin,-37.7536,145.00172,Entire home/apt,67,7,1,2016-10-08,0.01,1,0,0,
14033113,Perfect mix of Old and New,90369613,Chris,,Moreland,-37.77294,144.94956,Entire home/apt,220,2,1,2016-11-11,0.02,1,36,0,
14044018,Comfy & Bright Apartment Across Princess Park,3356028,Kai,,Melbourne,-37.77881,144.96151,Private room,83,3,25,2017-05-28,0.36,1,0,0,
14046607,The city and airport only 30 mins away,46428601,Danielle,,Moreland,-37.72173,144.95262,Private room,30,1,0,,,1,0,0,
14056514,Cozy bedroom in Beautiful Docklands :),59857984,Jane,,Melbourne,-37.82021,144.94873,Private room,139,2,0,,,1,0,0,
14057864,Bright and large room in Fairfield,48462471,Alberto,,Darebin,-37.76737,145.01985,Private room,14,7,0,,,1,0,0,
14063197,"Stylish Lygon St apartment, Brunswick East",6154982,Janice,,Moreland,-37.77418,144.97238,Entire home/apt,110,3,128,2022-02-25,1.88,1,257,30,
14077119,Welcome to the 19th Century THE GEORGE'  APARTMENT,84598008,Joanna,,Port Phillip,-37.85867,144.97864,Entire home/apt,95,5,52,2022-03-07,0.79,1,30,10,
14081629,Spacious Queen room in private guests' wing.,17391639,David & Di,,Boroondara,-37.84775,145.05667,Private room,90,1,17,2020-02-13,0.25,3,0,0,
14082709,"2 bedrooms, Queen & Double, in private guest wing",17391639,David & Di,,Boroondara,-37.84661,145.05447,Entire home/apt,135,1,65,2020-02-15,0.97,3,0,0,
14085194,A Huge Sunny Room in a Friendly Home,30024676,Azra,,Glen Eira,-37.87686,145.01288,Private room,35,1,13,2022-02-28,0.19,1,355,4,
14091059,Treetop View,84766176,James,,Darebin,-37.7764,145.00714,Entire home/apt,105,3,106,2022-03-01,2.33,1,202,14,
14094124,Light filled Brighton villa with room to breathe.,84806429,Lucina,,Bayside,-37.88982,145.00013,Entire home/apt,175,3,3,2016-12-08,0.05,1,0,0,
14095974,Perfectly located 1 bed apartment!,39412850,Gale,,Port Phillip,-37.8632,144.98122,Entire home/apt,220,3,10,2017-05-30,0.16,1,0,0,
14096409,Comfortable Studio Apartment near Parliament House,2690518,John,,Melbourne,-37.81146,144.9717,Entire home/apt,143,3,237,2022-02-28,3.48,1,61,28,
14098231,Beauiful bayside home...,84852280,Mess,,Kingston,-37.95291,145.05843,Entire home/apt,272,90,1,2018-02-19,0.02,2,364,0,
14098972,Beauiful bayside living,84852280,Mess,,Kingston,-37.9533,145.05851,Entire home/apt,263,90,3,2016-10-13,0.04,2,89,0,
14099453,Bright Room / Modern / Close to the beach,52476185,Patricia,,Port Phillip,-37.86668,144.99186,Private room,52,2,2,2019-03-17,0.03,1,0,0,
14111198,Stunning 3 Bedroom South Yarra House,6150339,Therese,,Stonnington,-37.84201,144.98688,Entire home/apt,350,3,5,2018-03-25,0.08,1,0,0,
14112295,"""Sapphire 2 bedroom"" - Pearl Apartments",9028154,Ayal,,Port Phillip,-37.86676,144.97858,Entire home/apt,250,2,6,2019-07-10,0.10,25,319,0,
14113621,Convenient and cruisy,19890444,David,,Port Phillip,-37.83525,144.96819,Entire home/apt,150,1,46,2018-01-13,0.67,1,0,0,
14127617,4BR  New Luxury Home - Heated Pool & 6km to CBD,85210676,Melanie & Joe,,Boroondara,-37.8054,145.03349,Entire home/apt,900,7,9,2020-03-11,0.14,1,0,0,
14128541,Cosy 1BD Apt with Dedicated Car Park & Int/Netflix,54898509,Aj,,Melbourne,-37.82981,144.96883,Entire home/apt,139,2,76,2020-03-07,1.13,1,344,0,
14142169,this property unavailable,12968938,Laurie,,Boroondara,-37.84236,145.07397,Private room,75,2,1,2018-03-19,0.02,1,0,0,
14143944,Alexandra | Pearl Apartment with panoramic views,9028154,Ayal,,Stonnington,-37.83646,144.99426,Entire home/apt,149,3,54,2022-02-27,0.81,25,66,6,
14144267,Master Bedroom & en-suite - Stunning City Views!,29217677,Adam,,Melbourne,-37.82606,144.95811,Private room,99,1,90,2017-04-25,1.31,1,0,0,
14146698,Observatory Views - Scenic Suite,85440051,Carolyn,,Yarra Ranges,-37.82956,145.35221,Entire home/apt,350,2,61,2022-02-20,0.92,1,134,12,
14153889,Northcote space with a view,19937269,Claire,,Darebin,-37.76583,144.99133,Shared room,110,1,4,2018-01-28,0.08,2,90,0,
14155400,StayCentral CBD Little Paris near everything,4177728,Chris From StayCentral,,Melbourne,-37.81678,144.9642,Entire home/apt,268,3,19,2019-02-17,0.28,22,271,0,
14155483,Modern Apartment near the heart of the city,22909050,Tee,,Moreland,-37.77737,144.97534,Entire home/apt,67,2,5,2019-01-27,0.08,1,0,0,
14158989,Whole 1 bed apartment close to St Kilda & PT,7371495,Nicola,,Port Phillip,-37.87353,144.98837,Entire home/apt,70,2,2,2016-10-06,0.03,1,0,0,
14527617,Spacious family home in safe suburb with pool,20293710,Tim,,Stonnington,-37.86662,145.052,Entire home/apt,800,7,4,2018-10-17,0.06,1,0,0,
14531287,City Luxury Private Room with OceanView & FreeTram,51425022,Winsome,,Melbourne,-37.82072,144.94281,Private room,135,1,58,2019-12-07,0.99,1,0,0,
14536615,Marketside Luxury- Light-filled CBD Apt. -25% OFF,51784844,Dilin,,Melbourne,-37.80604,144.96028,Entire home/apt,110,1,162,2022-01-28,2.41,4,52,19,
14537125,"High Floor Apartment, warm, cozy, simple, the best",75540139,Henry,,Melbourne,-37.81465,144.95331,Shared room,33,1,5,2016-09-20,0.07,1,0,0,
14540034,private room in the heart of windsor,64359359,Kenny,,Stonnington,-37.85402,144.99547,Private room,38,2,0,,,1,0,0,
14543969,Modern & Brand New 2 Bedrooms Unit,49234528,Marleen,,Whitehorse,-37.8225,145.12645,Entire home/apt,85,90,99,2021-10-30,1.47,1,67,2,
14561671,Modern 1BR Southbank apartment w/views,90189628,Nahla,,Melbourne,-37.82423,144.96539,Entire home/apt,110,2,78,2020-03-11,1.16,1,0,0,
14561770,New character filled home on 3 levels near CBD,90162215,Cathy,,Yarra,-37.80816,144.9967,Entire home/apt,300,5,74,2020-02-28,1.16,1,251,0,
14564801,Stunning Sub-Penthouse in St. Kilda,25922455,Zuhair,,Port Phillip,-37.86193,144.98358,Private room,120,7,0,,,1,0,0,
14574065,339 swanston. Street (free wifi),16740489,Little,,Melbourne,-37.80968,144.96333,Entire home/apt,129,1,0,,,1,0,0,
14576015,"Large, bright and airy central 2BR apartment",5200688,Xina & Adam,,Melbourne,-37.79763,144.96769,Entire home/apt,120,28,4,2016-10-07,0.06,1,213,0,
14576906,Modern Two Bedroom Apartment in Melb city,80621455,Upper West Side,,Melbourne,-37.81612,144.95338,Entire home/apt,169,3,142,2022-01-30,2.11,12,70,21,
14577529,2 Beds 2 Bath City Apt near Southern Cross Station,80621455,Upper West Side,,Melbourne,-37.81592,144.95537,Entire home/apt,159,3,145,2022-02-17,2.15,12,72,13,
14579226,2 BR APARTMENT  ROCKLEY RD SOUTH YARRA,31570162,John,,Stonnington,-37.83689,145.0008,Entire home/apt,109,1,69,2018-01-20,1.03,1,0,0,
14581093,Cloud9 - Southbank Lux 2BR/2BA Apt Free Park+WiFi,4924814,Akbar,,Melbourne,-37.82821,144.95896,Entire home/apt,269,1124,75,2018-04-09,1.10,6,0,0,
14581954,2 WEEKS ACCOMMODATION NORTHCOTE APARTMENT,90386210,Stephen,,Darebin,-37.77772,144.99042,Entire home/apt,35,13,0,,,1,0,0,
14582426,St Kilda/Elwood water views - WoyWoy One,4234727,Donna,,Port Phillip,-37.87891,144.97648,Entire home/apt,115,2,126,2022-01-21,1.88,2,52,6,
14601118,Central Richmond apartment convenient to station,20235776,Reece,,Yarra,-37.82368,144.99083,Entire home/apt,80,1,186,2022-02-13,3.52,1,76,46,
14614588,"King Bed, Private Room, Cute Cottage, Location+",9046684,Sam,,Boroondara,-37.81642,145.02286,Entire home/apt,120,2,1,2016-08-30,0.01,1,0,0,
14616417,Lakeside Cottage “living life at natures pace”,72823020,Tony,,Yarra Ranges,-37.74471,145.67877,Entire home/apt,225,2,140,2022-01-27,2.09,1,115,24,
14617244,Magnolia cottage,43144739,Lucy,,Yarra Ranges,-37.65861,145.51143,Entire home/apt,484,2,82,2022-01-15,1.23,1,154,12,
14618554,Southbank’s Freshwater Place,1104127,Wayne,,Melbourne,-37.8213,144.9635,Entire home/apt,232,2,8,2020-01-30,0.12,1,0,0,
14619548,"全新大房,獨立浴厕. Self use bathroom and toilet new room",90727404,Cindy,,Whittlesea,-37.68543,145.05968,Private room,30,7,0,,,1,0,0,
14633113,Luxury Apt near Flinders Station in Melbourne CBD,18040840,Cariesa,,Melbourne,-37.81516,144.97036,Shared room,30,1,8,2018-02-10,0.12,2,0,0,
14635391,A part of house. Mel Welcome home!,17695853,Yvonne,,Manningham,-37.77935,145.17328,Private room,139,2,2,2016-12-03,0.03,4,89,0,
14653020,Yellow Gallery/Vintage/City View/Central Location,22451319,Liangliang,,Melbourne,-37.80788,144.96077,Entire home/apt,100,3,12,2022-03-06,3.10,1,140,12,
14658525,Beautiful quiet art deco beach apartment,2179769,Anna,,Port Phillip,-37.86493,144.97542,Entire home/apt,329,2,1,2016-09-03,0.01,1,0,0,
14659070,City Country Chic in South Yarra,68518035,Lou,,Stonnington,-37.84375,144.99627,Private room,95,1,32,2019-12-06,0.51,1,58,0,
14789165,"Boutique apartment,self-contained, close to beach.",15460930,Phil,,Bayside,-37.94457,145.00179,Entire home/apt,120,3,104,2022-01-31,1.56,1,105,4,
14789993,mount waverley convenient and beautiful townhouse,92365193,Alina,,Monash,-37.87453,145.14115,Private room,40,2,0,,,1,0,0,
14791251,Spacious warehouse conversion in central Melbourne,4383813,Alex,,Yarra,-37.80256,144.99287,Entire home/apt,146,5,76,2022-01-16,1.13,1,129,7,
14792665,St Kilda East Chic and Cosy Garden Setting,15494767,Annette,,Glen Eira,-37.87486,145.00417,Entire home/apt,110,2,91,2022-02-26,1.37,1,27,10,
14795254,Lovely Richmond Retreat with garden & parking,21343225,Pheobe,,Yarra,-37.81607,144.99601,Entire home/apt,129,60,45,2022-02-11,0.68,1,64,5,
14810421,Quiet residence close to everything,92561510,Bruce,,Boroondara,-37.816,145.01848,Entire home/apt,220,2,7,2017-01-26,0.10,1,0,0,
14819923,Clean & Comfy Room In A New House,16319616,Airin,,Wyndham,-37.84122,144.74348,Private room,63,1,3,2016-10-09,0.05,4,251,0,
14825680,"Luxury of beach stay - quiet, bright and stylish",89246500,Michelle,,Port Phillip,-37.85988,144.97237,Entire home/apt,300,7,128,2020-03-08,1.89,1,1,0,
14833595,Cloud9 - Melb CBD Lux 3BR/2BA Apt Free Park + WiFi,4924814,Akbar,,Melbourne,-37.81624,144.95495,Entire home/apt,269,600,126,2020-03-16,1.86,6,365,0,
14842965,Le'Gardin in CBD 3beds 2br near southern cross mlb,66163268,Monika,,Melbourne,-37.81581,144.95503,Entire home/apt,135,2,165,2022-02-27,2.58,7,5,21,
14848971,ZAHRA - What a Location! Gym Pool Sauna Wifi,1739996,Paul & Dan,,Melbourne,-37.81499,144.9538,Entire home/apt,177,2,257,2022-02-22,3.83,70,138,31,
14857562,Enjoy and Experience in Melbourne Le’City Apartment,66163268,Monika,,Melbourne,-37.81387,144.95563,Entire home/apt,287,2,218,2022-03-05,3.40,7,55,21,
14860269,Elegant Victorian apartment. Parisian chic.,16122121,Cas,,Port Phillip,-37.84316,144.95863,Entire home/apt,157,2,11,2019-09-27,0.17,1,0,0,
14860484,Little Gem in the heart of Brunswick,5829226,Annie,,Moreland,-37.76959,144.96227,Entire home/apt,100,2,7,2017-06-12,0.10,1,0,0,
14860770,"Scenic views, close to public transport",88426962,Lizhong,,Darebin,-37.71595,145.06674,Private room,90,2,2,2018-03-24,0.04,1,365,0,
14861568,Downtown City Apartment by Hosier Lane,30250344,Casey,,Melbourne,-37.81676,144.96912,Entire home/apt,229,3,173,2020-03-06,2.56,4,0,0,
14861872,shared female room,23236851,Camilo,,Melbourne,-37.82761,144.95947,Shared room,28,3,10,2018-03-07,0.15,1,0,0,
14865167,Amazing CBD View. Flexi Check in and Out. Msg Me,45136651,Kevin,,Melbourne,-37.80826,144.96764,Entire home/apt,100,2,135,2019-06-16,2.12,1,0,0,
14873018,Lovely Garden Apartment Balwyn Nth,48161025,Janet & Alan,,Boroondara,-37.78985,145.09898,Entire home/apt,80,2,113,2020-03-30,1.69,1,0,0,
14876025,#CBD 2BR| Southern Cross| Crown Casino| DFO,32316995,Yong,,Melbourne,-37.81994,144.9558,Entire home/apt,157,1,223,2022-01-29,3.39,10,155,25,
14876436,Bright and cheerful 2 bedroom modern apartment,33961423,Dylan,,Darebin,-37.76281,144.98894,Entire home/apt,70,3,8,2018-02-25,0.12,1,0,0,
14885742,Apartment close to shopping strip适合带1-2个小孩子的三/四口之家,52823911,Linda,,Boroondara,-37.79372,145.08318,Entire home/apt,115,1,39,2019-12-22,0.59,3,361,0,
14887582,Home away from home.,56263895,Susan,,Whittlesea,-37.63676,145.09348,Private room,40,1,4,2019-03-31,0.07,1,3,0,
14889454,墨尔本市中心公寓,93384977,Michael,,Melbourne,-37.80872,144.97221,Shared room,93,1,0,,,1,0,0,
14891280,"Moonee Ponds - Large Room, Ensuite, Queen Bed",91724207,Camille,,Moonee Valley,-37.76913,144.91587,Private room,180,4,0,,,2,177,0,
14891618,Comfy 3BR unit near Flemington Races & Showgrounds,36259023,Laura,,Moonee Valley,-37.77346,144.90895,Entire home/apt,196,7,67,2022-03-06,1.03,1,351,17,
14893028,Cloud9 - Melb CBD Lux 3BR/2BA Apt Free Park + WiFi,4924814,Akbar,,Melbourne,-37.81532,144.95331,Entire home/apt,299,600,137,2020-03-17,2.03,6,0,0,
14900333,Amazing city views in the heart of Port Melbourne,28788320,Jess & Craig,,Port Phillip,-37.83676,144.94325,Entire home/apt,100,2,30,2018-08-12,0.57,1,0,0,
14902220,Stylish modern apartment in a perfect location,1538170,Gary,,Port Phillip,-37.87158,144.98227,Entire home/apt,111,2,201,2022-02-21,3.01,1,108,29,
14902634,Wurundjeri Healing    Chudleigh Park 'North lodge',72780739,Shellie,,Yarra Ranges,-37.86062,145.35352,Entire home/apt,251,3,271,2022-01-22,4.08,2,73,28,
14903392,Kathy’s place,89965350,Kathy,,Hume,-37.58468,144.71707,Private room,80,1,1,2019-03-16,0.03,1,363,0,
14916459,601Luxury - 2min Nth Melb - 10min QVM - Close CBD,26093122,Miami,,Melbourne,-37.80657,144.94981,Entire home/apt,366,4,152,2021-07-12,2.33,2,18,2,
14917420,Smith st Shop Top,93736092,Ugo,,Yarra,-37.80134,144.98311,Private room,41,7,1,2016-09-19,0.01,1,0,0,
14918171,Quest Caroline Springs 2 Bedroom Apartment,93746214,Quest,,Melton,-37.73195,144.74109,Entire home/apt,332,1,16,2019-10-05,0.26,3,362,0,
14918807,Quest Caroline Springs Studio Apartment,93746214,Quest,,Melton,-37.72998,144.74274,Entire home/apt,193,1,30,2022-02-15,0.45,3,363,7,
14919410,Quest Caroline Springs 1 Bedroom Apartment,93746214,Quest,,Melton,-37.73166,144.74132,Entire home/apt,267,1,11,2018-03-06,0.18,3,365,0,
14919472,"Eureka, tallest building in Melbourne great views!",29183827,JJ And Rose,,Melbourne,-37.82225,144.96365,Entire home/apt,2057,7,4,2017-03-28,0.06,1,84,0,
14922646,Top floor sun drenched modern apartment,20385799,Frankey,,Port Phillip,-37.85776,144.98909,Entire home/apt,100,1,7,2020-02-09,0.13,1,0,0,
14924071,"提供大家一个墨尔本探亲旅游,学习、工作暂住的,价廉质优的理想房间",85106599,Sandy,,Wyndham,-37.90162,144.73641,Private room,39,2,2,2019-01-24,0.05,4,0,0,
14924546,HADLEY - Stylish central Abode *WIFI PARKING GYM,1739996,Paul & Dan,,Melbourne,-37.84168,144.98024,Entire home/apt,179,2,165,2022-01-29,2.48,70,162,24,
14937766,Designer Spacious 2BD House Retreat St Kilda Beach,5371625,Evelyn,,Port Phillip,-37.86588,144.97866,Entire home/apt,314,7,98,2019-05-12,1.47,1,0,0,
14944511,Beautiful room in the middle of Fitzroy!!!,4154037,Rajiv,,Yarra,-37.80117,144.98041,Private room,59,40,1,2016-09-29,0.02,1,364,0,
14952481,Modern and chill corner of Flemington,94115930,Jaffa,,Moonee Valley,-37.78267,144.93729,Entire home/apt,90,6,33,2020-03-28,0.52,1,0,0,
14953493,Shorey place,94127628,Preet,,Casey,-38.0877,145.25899,Private room,200,1,0,,,1,90,0,
14953691,1 Bedroom Standard,94128211,Christopher,,Melbourne,-37.80049,144.96925,Entire home/apt,199,1,1,2016-11-13,0.02,6,1,0,
14953728,2 Bedroom Standard - Queen & Double Beds,94128211,Christopher,,Melbourne,-37.80109,144.96773,Entire home/apt,243,1,0,,,6,1,0,
14953775,2 Bedroom Standard - Queen & Twin Beds,94128211,Christopher,,Melbourne,-37.80066,144.96719,Entire home/apt,243,1,0,,,6,1,0,
14953815,1 Bedroom Executive,94128211,Christopher,,Melbourne,-37.7989,144.96883,Entire home/apt,230,1,0,,,6,1,0,
14953832,2 Bedroom Executive - King & Queen Beds,94128211,Christopher,,Melbourne,-37.80078,144.96742,Entire home/apt,293,1,0,,,6,1,0,
14953855,2 Bedroom Executive - King & Twin Beds,94128211,Christopher,,Melbourne,-37.80091,144.96945,Entire home/apt,293,1,1,2016-09-29,0.02,6,1,0,
14956800,2BR SouthYarra SXY w/cityviews(wifi+carp+pool+gym),3721646,Jen & Alex,,Stonnington,-37.83701,144.99339,Entire home/apt,166,21,9,2020-07-11,0.14,46,143,0,
14965982,Luxury apartment near the beach+ free car parking,49902164,Miron,,Port Phillip,-37.85692,144.98414,Entire home/apt,98,2,5,2019-01-05,0.08,1,312,0,
14967042,Cosy Room in the Heart of Richmond,62460529,Jesslyn,,Yarra,-37.81289,145.01036,Private room,75,1,31,2017-12-07,0.46,1,0,0,
14967632,"Modern house, close to CBD",5453265,Robyn,,Moreland,-37.77497,144.98358,Entire home/apt,180,1,111,2022-02-19,1.69,1,139,17,
14968098,Quirky Character Fitzroy Home & Garden,44976168,Laura,,Yarra,-37.79443,144.98287,Private room,43,1,6,2016-11-02,0.09,2,0,0,
14968728,Grand Dame Beaumaris,5869866,Claire  - Beau Bay Houses Owner/Ope,,Bayside,-37.98653,145.03726,Entire home/apt,362,60,0,,,4,341,0,
14971209,Modern apartment in a great location!,64119059,Jasmin,,Moreland,-37.75877,144.96544,Entire home/apt,100,3,15,2018-02-10,0.23,1,0,0,
14973786,5 Private Rooms  Very Accessible  Free Wifi,2587171,Melba,,Wyndham,-37.86923,144.6756,Private room,67,3,17,2021-12-29,0.26,1,365,2,
14976579,Large home close to MCG/Tennis Centre,31255653,Gus And Annette,,Yarra,-37.82591,145.00395,Entire home/apt,200,5,2,2018-03-24,0.03,1,0,0,
14983937,Brand New Ocean & Park View Apt in St Kilda 1406,47823384,JoJo,,Port Phillip,-37.85982,144.9845,Entire home/apt,199,1,256,2019-04-28,3.79,4,0,0,
14984103,Quite charming Toorak room,80146835,Kevin,,Stonnington,-37.84792,145.01563,Private room,80,2,11,2022-02-23,0.18,2,356,1,
14984233,Quirky Character Fitzroy Home & Garden,44976168,Laura,,Yarra,-37.79218,144.98134,Private room,31,1,11,2016-12-15,0.16,2,0,0,
14988307,Melbourne CBD Luxury with 5th Floor Views! 25% OFF,192794690,Edward,,Melbourne,-37.80604,144.96028,Entire home/apt,110,1,139,2022-02-19,2.09,4,66,14,
14995281,Light filled apartment in a quiet location,13329575,Clare,,Moonee Valley,-37.75187,144.90484,Private room,55,2,20,2018-02-12,0.30,1,0,0,
14996013,Richmond Escape,20922366,Vic,,Yarra,-37.82509,144.99565,Entire home/apt,200,3,40,2022-01-28,0.60,1,135,2,
14998796,❤ of Melbourne | Walkscore 99 | Garden Views,5657319,Shannan,,Melbourne,-37.81079,144.95696,Entire home/apt,126,1,201,2022-02-19,3.07,1,112,19,
14999657,Cosy modern unit!,74069943,B,,Hobsons Bay,-37.88283,144.78166,Entire home/apt,140,3,2,2017-11-10,0.03,1,362,0,
15000293,"Beautiful modern Kew Apt 
easy access to anywhere",50032978,Paul,,Boroondara,-37.80883,145.02725,Entire home/apt,150,10,60,2022-01-07,0.91,1,11,8,
15000431,Stunning Modern 2Br 1Ba with Outstanding views,1538856,Andrew,,Melbourne,-37.79777,144.95237,Entire home/apt,120,2,89,2022-02-05,1.35,4,301,17,
15008709,Close to city and Airport - Single bed,45331541,Micheline,,Darebin,-37.73867,144.98728,Private room,70,2,28,2022-03-07,0.43,2,359,2,
15009684,Darling Malvern East,26092042,Sarah,,Stonnington,-37.8798,145.05929,Entire home/apt,350,7,6,2020-01-06,0.09,1,35,0,
15013163,Modern apt. Close to public transport & culture,4343231,Sam,,Yarra,-37.79273,144.98324,Private room,55,2,17,2016-12-09,0.25,1,0,0,
15015203,Surfnturf Homestay - beach and cafes!,74297858,Donna,,Port Phillip,-37.85949,144.97484,Entire home/apt,95,2,52,2018-05-14,0.82,1,0,0,
15027552,Sophisticated House near South Melbourne Market,12032627,Courtney,,Port Phillip,-37.83345,144.9513,Entire home/apt,316,2,174,2020-02-14,2.66,1,35,0,
15028580,Luxury Apartment & Parking-Perfect location-25%OFF,51784844,Dilin,,Melbourne,-37.8078,144.96214,Entire home/apt,102,1,204,2022-02-07,3.07,4,45,25,
15030707,The Apartment You're Looking For- Wifi and Parking,15982258,Lauren,,Yarra,-37.77974,144.97885,Entire home/apt,121,7,115,2022-02-18,1.81,1,87,15,
15041307,Bright and homey inner city place,19937269,Claire,,Darebin,-37.7675,144.99299,Entire home/apt,274,4,1,2017-07-09,0.02,2,89,0,
15043002,Cheapest House-Close to Monash Hospital/Uni,95046894,Muralie,,Monash,-37.91666,145.11899,Entire home/apt,93,2,12,2018-03-18,0.22,2,0,0,
15044841,currently unavailable,95066797,Sam,,Melbourne,-37.78352,144.93942,Private room,70,1,2,2016-10-05,0.03,1,0,0,
15045006,Seaview Brighton,22472013,Julie,,Bayside,-37.92892,144.99163,Entire home/apt,800,14,0,,,1,83,0,
15046004,Superb ambience is yours,2745352,Joe,,Yarra Ranges,-37.7195,145.30402,Entire home/apt,150,2,35,2020-01-14,0.54,1,36,0,
15046904,Best of Brunswick on a Budget!,9780353,Melissa,,Moreland,-37.76199,144.97501,Private room,37,3,22,2021-05-02,0.33,2,0,3,
15047238,B2B_Air,64880966,Brian & Jane,,Stonnington,-37.85208,145.00407,Entire home/apt,159,3,45,2020-06-14,0.68,2,97,0,
15047619,The Mouse House aka Pink Palais,23060729,Jessica,,Yarra,-37.82318,145.00166,Private room,145,1,0,,,1,83,0,
15047721,TASTEFUL SINGLE ROOM!,80146835,Kevin,,Stonnington,-37.84966,145.01761,Private room,60,2,40,2022-01-22,0.61,2,358,3,
15062736,"""Home away from Home"" - Ideal for longer visits",34477758,Simon,,Maribyrnong,-37.78463,144.88716,Entire home/apt,180,3,154,2021-12-31,2.34,3,138,8,
14679049,Private bedroom in Preston,6731617,Stevie,,Darebin,-37.74914,144.99277,Private room,50,1,5,2017-01-30,0.07,1,0,0,
14698274,Penthouse Apartment with Panoramic Views,27357959,Canvas-Suites,,Melbourne,-37.82079,144.95583,Entire home/apt,600,3,276,2021-07-31,4.09,11,0,15,
14706199,CBD 1 bedrm Apartment Melb Central/Crown/Collins,13512177,Jas,,Melbourne,-37.80727,144.95997,Entire home/apt,140,2,18,2021-09-27,0.27,6,128,2,
14714485,The Barn House - Montrose,71390930,Peter,,Yarra Ranges,-37.81148,145.34431,Entire home/apt,257,2,18,2022-01-17,0.27,1,312,3,
14721464,Upstairs retreat in chic townhouse,2530177,Elizabeth,,Moreland,-37.76023,144.973,Private room,81,2,85,2022-03-05,1.29,1,82,12,
14730647,"2br Townhouse, near Racecourse and Showgrounds",91724207,Camille,,Moonee Valley,-37.77143,144.91475,Entire home/apt,350,4,9,2017-12-04,0.14,2,358,0,
14733244,Light filled oasis,91747268,Leonie,,Melbourne,-37.79194,144.94505,Entire home/apt,91,30,23,2022-01-11,0.37,1,58,2,
14751846,Cozy  new apartment with beautiful view,91950907,Vicky,,Melbourne,-37.80047,144.9534,Private room,67,1,4,2017-01-29,0.06,1,0,0,
14763083,Stunning warehouse apartment with a french feel,92070226,Annie,,Yarra,-37.79808,144.98134,Entire home/apt,290,3,37,2022-02-20,0.57,1,327,9,
14763594,CHERRY ORCHARD CABIN - Yarra Valley FARM STAY,89767360,Brigitte,,Yarra Ranges,-37.79435,145.42938,Entire home/apt,214,2,249,2022-02-20,3.76,1,307,35,
14766155,"Lovely, Welcoming Melbourne, Ivanhoe stay : )",89918992,Darren,,Banyule,-37.76313,145.04273,Private room,49,1,25,2021-11-12,0.38,1,356,4,
14773375,"Richmond; King Room, Private Bathroom & much more",92183120,Kim,,Yarra,-37.81597,145.00376,Private room,91,1,46,2022-02-23,0.68,1,340,6,
14786526,Cute Central 2Bed House in Prahran!,8126320,Cherie,,Stonnington,-37.84907,144.99578,Entire home/apt,204,2,9,2020-03-16,0.14,1,131,0,
15088840,"Designer Renovated Townhouse, Heart of South Yarra",75856271,Warwick,,Stonnington,-37.84555,144.98916,Entire home/apt,185,28,38,2019-05-01,0.59,1,0,0,
