id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15092216,Highpoint Condo - easy access to Melbourne CBD,59363666,Kee Wan,,Maribyrnong,-37.775,144.89097,Entire home/apt,124,2,52,2022-03-05,0.78,1,0,5,
15099404,Location Location Location! Large 2 bed apartment,34870097,Stephen,,Moreland,-37.77351,144.95854,Entire home/apt,215,14,2,2018-01-23,0.03,1,36,0,
15100139,Inner western beauty with a country feel,8888070,Peter,,Maribyrnong,-37.80672,144.89978,Entire home/apt,225,7,1,2016-12-28,0.02,1,333,0,
15102083,A Private Rooftop Oasis near the Heart of the CBD,7509953,Beyond A Room,,Melbourne,-37.81649,144.96597,Entire home/apt,286,1,117,2022-02-14,1.76,54,326,24,
15102483,A Windmill Barn,95637352,Lauretta,,Yarra Ranges,-37.82093,145.36901,Entire home/apt,261,1,225,2022-02-27,3.40,1,158,37,
15102862,Standard and Executive Suites,95641308,MinJie,,Whitehorse,-37.8174,145.11206,Private room,139,3,0,,,3,29,0,
15102985,Resort in the City  4,4223006,Kate,,Melbourne,-37.82535,144.96589,Entire home/apt,300,3,6,2018-12-27,0.09,2,0,0,
15103900,Private Master Bedroom & ensuite (incl large bath),5511930,Alison,,Moonee Valley,-37.78058,144.92753,Private room,106,1,51,2022-02-07,0.77,4,72,2,
15105174,Accommodation  in Rowville!!,95663321,Fiorella,,Casey,-37.95759,145.2862,Private room,50,7,0,,,1,365,0,
15116206,Little House on the Hill,13623734,Bruce,,Yarra Ranges,-37.75076,145.70305,Entire home/apt,97,1,683,2022-03-05,10.27,1,55,117,
15117626,Treetops Amazing Studio Apt 60sqm Luxury/Position,5844309,Rick,,Boroondara,-37.83119,145.07076,Entire home/apt,76,28,49,2020-06-19,0.75,3,53,0,
15133420,处在喧嚣中的简便住宅,44380440,Huadong,,Whitehorse,-37.81466,145.12845,Private room,80,3,1,2017-03-06,0.02,3,354,0,
15133958,Funky In Fitzroy Nth,30242107,Katherine,,Yarra,-37.78397,144.98709,Entire home/apt,106,2,55,2022-02-27,0.84,1,139,18,
15136111,"Warm Apartment with Gym, Pool, Sauna near MCG",8145349,George,,Melbourne,-37.82621,144.96531,Private room,79,5,36,2018-02-08,0.57,1,0,0,
15137027,St Kilda Heartbeat Ten - Big Mid Week Discounts!,4983046,Kate,,Port Phillip,-37.85955,144.97656,Entire home/apt,79,2,47,2020-03-08,0.73,7,318,0,
15137658,Gorgeous Four bedroom home in Surrey Hills,29510008,Sarah,,Whitehorse,-37.82814,145.10172,Entire home/apt,240,5,27,2020-01-30,0.41,1,0,0,
15138195,OLIVEBANK bed and breakfast,91884935,Karina,,Yarra Ranges,-37.65045,145.49138,Entire home/apt,163,1,314,2022-03-05,4.74,1,121,44,
15139740,CBD sanctuary 2Bed 2Bath Breathtaking Harbour View,7605700,Gwen & George,,Melbourne,-37.81558,144.95308,Entire home/apt,145,3,315,2022-03-05,4.75,1,35,39,
15140791,Downtown Living: Boutique Chic Apt@CBD central,28228036,Kenneth,,Melbourne,-37.81148,144.9564,Entire home/apt,101,3,270,2022-03-01,4.08,1,31,44,
15149172,Best in Brunswick!,18186795,Caitlin,,Moreland,-37.77231,144.9529,Private room,49,1,130,2022-01-04,1.99,1,335,22,
15151626,Stylish Fitzroy Apartment,25675426,Craig,,Yarra,-37.79681,144.98294,Entire home/apt,140,2,101,2020-03-16,1.51,2,0,0,
15151844,"50+Level, Topfloor Apt Melb CBD View, 2BD2Bath",95531283,Dominic & Emily,,Melbourne,-37.81563,144.9553,Entire home/apt,183,2,323,2022-01-29,4.91,1,0,20,
15164465,Close to everything in a quiet street in Brunswick,96133441,Holiday,,Moreland,-37.76496,144.95825,Entire home/apt,1000,90,13,2018-06-20,0.20,1,179,0,
15169292,"Modern luxury home with pool, spa and trampoline",96265960,Adam,,Bayside,-37.91385,145.02238,Entire home/apt,675,14,2,2017-01-09,0.03,1,97,0,
15170817,"Mural House Olinda, Feel Inspired in This Mid-Century Home",36901764,Suzanne And Ron,,Yarra Ranges,-37.86163,145.3649,Entire home/apt,364,2,264,2022-03-05,4.02,1,134,23,
15172334,Easy on your budget in East Brunswick!,9780353,Melissa,,Moreland,-37.76372,144.97414,Private room,37,2,34,2021-12-16,0.51,2,0,3,
15172827,Melbourne 1 Bdrm overlooking Ruffey Lake Park,96294033,Basia,,Manningham,-37.77398,145.13246,Private room,100,1,2,2017-01-29,0.03,1,0,0,
15182323,"Large studio with heated floor + cinema, near CBD",96370080,Matthew,,Maribyrnong,-37.8052,144.90368,Entire home/apt,115,2,165,2021-02-12,2.79,1,0,0,
15186110,Welcoming family home and garden in Ivanhoe.,12222936,Helen,,Banyule,-37.76278,145.04412,Private room,55,2,90,2022-02-05,1.38,1,334,8,
15186450,Great place near Deakin University,96130172,Siddharth,,Whitehorse,-37.85071,145.13253,Private room,80,1,0,,,1,0,0,
15195089,Entire beautiful home. Best location.,25437181,Ann,,Stonnington,-37.84832,145.01426,Entire home/apt,550,2,74,2022-03-05,1.23,1,299,13,
15196327,Room with individual entrance & ensuite bathroom,43308118,Steve,,Monash,-37.90235,145.15994,Hotel room,163,1,21,2022-02-12,0.33,1,66,5,
15205315,Frankston's Finest Single room - stylish & comfy,193031,Vicki,,Frankston,-38.14917,145.14334,Private room,52,7,60,2022-02-02,0.91,7,342,7,
15208139,110sqm SYarra Retro Glam 3BEDR+CARP w/rooftop,3721646,Jen & Alex,,Stonnington,-37.83985,144.99669,Entire home/apt,191,21,19,2022-01-14,0.29,46,312,1,
15208933,Beach Beauty,96137876,Alison,,Port Phillip,-37.85681,144.97008,Entire home/apt,95,2,127,2020-03-22,1.91,1,0,0,
15211834,Belle - Incredible Location Gym Pool Sauna Free Internet,1739996,Paul & Dan,,Melbourne,-37.81499,144.9538,Entire home/apt,195,2,226,2022-02-19,3.42,70,153,20,
15223839,"ON ICONIC FITZROY ST, AMAZING LOCATION!",96754319,Deana,,Port Phillip,-37.85989,144.97633,Entire home/apt,109,2,217,2022-02-26,3.27,1,124,1,
15224931,Spacious room in 2 bedroom house with garden.,12980247,Johannes,,Stonnington,-37.84863,144.99664,Private room,132,2,0,,,1,364,0,
15226341,Boutique Chic Apartment @ North Melbourne,82800971,Sannan,,Melbourne,-37.79657,144.9438,Entire home/apt,294,5,1,2018-07-11,0.02,1,364,0,
15238162,"Private bedroom , two single beds , 10min to city",96876676,Mihai,,Moonee Valley,-37.78532,144.93909,Private room,64,2,150,2022-02-23,2.29,1,317,8,
15239543,The Mill Cabin,96888184,David & Michelle,,Yarra Ranges,-37.75151,145.65707,Entire home/apt,287,2,10,2022-03-05,2.31,1,330,10,
15241012,"Cosy room in quiet street, close to shops & train",37307177,Flo,,Monash,-37.86426,145.16396,Private room,60,1,1,2019-10-07,0.03,1,0,0,
15241075,Ivy Units Glen Waverley,68813725,Rick,,Monash,-37.87381,145.15133,Entire home/apt,192,2,94,2021-09-10,1.46,4,173,10,
15243777,Relax in my Elwood studio with secured parking,48928121,Barb,,Port Phillip,-37.88403,144.99054,Entire home/apt,144,3,73,2022-02-20,1.11,3,51,4,
15244698,Neat and Full furnished room,96935364,Bob,,Hobsons Bay,-37.88012,144.7726,Private room,30,2,1,2016-10-11,0.02,1,0,0,
15257369,ARCHIE - LOCATION and STYLE - POOL GYM SAUNA WIFI,1739996,Paul & Dan,,Melbourne,-37.81499,144.9538,Entire home/apt,195,2,193,2022-01-26,2.94,70,143,16,
15273557,Uninterrupted views,69637413,Lloyd,,Melbourne,-37.81292,144.96178,Private room,75,2,0,,,1,0,0,
15274811,StayCentral Luxury Mansion Rosanna Heidelberg 7 bd,4177728,Chris From StayCentral,,Banyule,-37.74461,145.06071,Entire home/apt,1030,3,39,2022-01-16,0.62,22,280,5,
15275258,"South Yarra sanctuary, great location",38194647,Simon And Niamh,,Stonnington,-37.84104,144.99747,Entire home/apt,195,2,6,2018-01-27,0.09,1,0,0,
15276147,"Elegant Heritage Garden Apartment, Parking & WIFI",8058991,Deb,,Stonnington,-37.85494,145.02976,Entire home/apt,195,3,21,2022-02-18,0.33,1,0,10,
15277164,Carlton apartment city view,95972249,Margit,,Melbourne,-37.79796,144.96378,Entire home/apt,89,2,99,2020-03-20,1.53,1,0,0,
15277956,Escape to nature. Single room.,82786047,Daisy,,Yarra Ranges,-37.70655,145.83784,Private room,34,1,0,,,1,0,0,
15279623,Modern Day Lux.,96399473,Amelia,,Stonnington,-37.86831,145.06063,Entire home/apt,475,5,16,2022-01-28,0.24,1,317,5,
15289611,Richmond spacious room - 10 min from CBD,35354478,Alice,,Yarra,-37.81575,144.99249,Private room,49,3,8,2017-07-11,0.12,2,0,0,
15290802,Luxury Architectural Residence (Hawthorn),4945813,Katherine,,Boroondara,-37.816,145.02833,Entire home/apt,1750,10,5,2021-02-16,0.08,3,301,0,
15294158,Vintage Vibes in Large High St Apartment with Balcony,62087995,Natalie,,Darebin,-37.76686,144.9999,Entire home/apt,229,2,39,2019-12-19,0.59,1,0,0,
15300964,Southland seclusion,97430823,Anthony,,Kingston,-37.95695,145.05222,Private room,57,2,13,2018-01-21,0.20,1,0,0,
15302209,Private room in the heart of St Kilda,97444547,Lachlan,,Port Phillip,-37.86397,144.97695,Private room,70,2,2,2017-01-18,0.03,1,0,0,
15313000,Private self contained comfortable apartment,97548264,Linda,,Monash,-37.9134,145.18755,Entire home/apt,130,2,51,2022-02-28,0.85,1,100,8,
15327896,Self-contained Cottage,97692726,Anne,,Yarra Ranges,-37.65325,145.5249,Entire home/apt,154,2,305,2022-03-06,4.64,1,263,38,
15329298,Dalgarno-comfortable home close to The Strand.,12268177,Stephen,,Hobsons Bay,-37.85187,144.89573,Entire home/apt,175,2,30,2022-01-16,0.47,2,316,4,
15329940,"Killawarra House, bush luxury!",97714227,Sam,,Yarra Ranges,-37.65175,145.48402,Entire home/apt,695,2,188,2022-03-01,3.04,1,263,34,
15330651,Luxury bayside home in a fantastic location,27133509,Brooke,,Port Phillip,-37.87583,144.98313,Entire home/apt,750,7,1,2017-12-27,0.02,1,0,0,
15330758,Fantastic Summer holiday apartment,96327795,Hayden,,Port Phillip,-37.87036,144.99136,Private room,1304,1,0,,,1,364,0,
15330784,Bunky handy room,2225077,Paul,,Moreland,-37.73607,144.93459,Private room,33,1,23,2022-01-09,0.35,4,360,2,
15332717,Lovely 2 Storey Courtyard Apartment,21501622,Jess,,Melbourne,-37.79775,144.94549,Entire home/apt,91,4,88,2022-01-21,1.33,1,0,13,
15332897,one bedroom apartment,38966109,Long,,Melbourne,-37.8227,144.96202,Entire home/apt,99,15,0,,,1,0,0,
15348304,SunnyCosy 2BR2Bath MelbCBD Wifi*Pool*Gym*FreeTram,93930367,Gemstone Apartments,,Melbourne,-37.81558,144.95429,Entire home/apt,168,1,136,2020-01-04,2.04,16,0,0,
15350855,"LAURENT | Shops, Train, Laneways + MCG Views!",35370298,Shannon,,Melbourne,-37.81673,144.96994,Entire home/apt,271,2,142,2022-02-28,2.31,23,267,23,
15360292,Paradise Doreen,98046621,(Email hidden by Airbnb),,Whittlesea,-37.59573,145.12116,Private room,99,7,0,,,1,365,0,
15364629,Modern double-bed room in Mel City,34120463,Yanfei,,Melbourne,-37.80046,144.95412,Private room,99,1,3,2016-12-17,0.05,1,0,0,
15367019,Nice Room next to Etihad Stadium,97336203,Hayley,,Melbourne,-37.81432,144.94699,Private room,75,1,34,2017-06-11,0.51,1,0,0,
15368986,"Delightful renovated home, close to CBD & beaches",98157809,Rose,,Hobsons Bay,-37.83597,144.84192,Entire home/apt,249,6,26,2021-01-10,0.43,1,143,0,
15377919,Doncaster at Grange,43050141,Brett,,Whitehorse,-37.79638,145.13093,Entire home/apt,175,2,49,2022-01-04,0.77,6,34,8,
15379355,Exciting St Kilda and the BEACH on your doorstep!,81965711,Jen,,Port Phillip,-37.85819,144.97179,Entire home/apt,99,5,129,2021-09-26,1.94,1,0,3,
15381376,On the River with Easy Access to Transport,98125128,Martin,,Maribyrnong,-37.78567,144.90144,Entire home/apt,94,1,4,2016-12-10,0.06,1,0,0,
15386832,"Modern 1 bedroom Soutbank, entire apartment.",98362983,David,,Melbourne,-37.82661,144.96687,Entire home/apt,144,1,382,2022-02-13,5.83,1,309,45,
15386981,Sunny and Relaxed Balaclava Apartment,48526355,Maleela,,Port Phillip,-37.87183,144.9966,Entire home/apt,120,3,2,2017-12-26,0.03,2,0,0,
15387735,Glenbogle,98374833,Elizabeth,,Yarra Ranges,-37.84833,145.5959,Entire home/apt,150,1,6,2017-06-12,0.09,1,0,0,
15397143,Spacious and clean  in quiet Cr  (Free parks+wifi),64737468,Sally,,Monash,-37.89209,145.18721,Entire home/apt,139,3,78,2019-04-24,1.21,4,0,0,
15397272,Clean and comfortable in quiet Dr(Free parks+wifi),64737468,Sally,,Monash,-37.90699,145.14836,Entire home/apt,129,3,64,2019-07-12,0.96,4,0,0,
15397519,The Secret Garden Croydon,98507942,Elizabeth,,Maroondah,-37.80452,145.30007,Private room,81,1,105,2022-01-08,1.60,1,100,16,
15399988,TRANQUIL WATERFRONT 1-BED APARTMENT,20393777,Louis,,Melbourne,-37.82436,144.94032,Entire home/apt,165,2,14,2017-06-13,0.22,1,0,0,
15400451,"Private, Peaceful Cottage Retreat",98526919,Pamela/Richard,,Frankston,-38.17566,145.1163,Entire home/apt,103,2,140,2022-02-28,2.35,1,6,30,
15400452,"New, Stunning, Sunlight Filled, Central, SAVE 40%",23121575,Gary,,Stonnington,-37.83504,144.99071,Entire home/apt,138,28,21,2021-11-02,0.33,7,214,4,
15404490,The Small House - Mid century gem in Healesville,8075554,Giustino,,Yarra Ranges,-37.65712,145.50865,Entire home/apt,314,2,281,2022-02-19,4.34,1,303,33,
15413630,Bed Pvt BathRm shared living outdoor pool spa gym,65808559,Anne,,Port Phillip,-37.8432,144.9423,Private room,124,2,1,2020-01-31,0.04,1,360,0,
15414296,Superb location on Fitzroy St,34257592,Simon And Katie,,Port Phillip,-37.85904,144.97722,Private room,38,1,3,2017-10-01,0.05,1,0,0,
15415917,Spacious Apartment in Great Location,98775796,James,,Port Phillip,-37.87142,144.98641,Entire home/apt,96,1,3,2016-11-05,0.05,1,0,0,
15423850,Heart of Brunswick New York style Warehouse Studio,194608,Michelle,,Moreland,-37.77521,144.95456,Entire home/apt,150,2,108,2022-02-14,1.66,1,35,12,
15424776,Tranquil haven close to Chapel Street,70293816,Rú,,Stonnington,-37.85468,145.00691,Private room,100,1,0,,,1,0,0,
15426738,Melbourne Designer Loft,77609147,Jose Francisco,,Melbourne,-37.80673,144.96552,Entire home/apt,150,2,30,2018-01-27,0.47,1,0,0,
15427872,Convenient Charm,98895026,Stephanie,,Boroondara,-37.82541,145.0937,Entire home/apt,79,5,3,2017-12-03,0.05,1,0,0,
15428319,CBD apartment room,77871881,Harriet,,Melbourne,-37.81302,144.95734,Private room,40,14,1,2017-02-25,0.02,1,0,0,
15436474,Modern 1B Apt in prime location + wifi + amenities,98981235,Danny,,Stonnington,-37.83684,144.99307,Entire home/apt,110,5,0,,,1,0,0,
15437668,"Hip, spacious and modern Flinders Lane flat",98996063,Alistair,,Melbourne,-37.81648,144.96721,Entire home/apt,110,2,9,2016-12-13,0.14,1,0,0,
15437909,2-Bedroom Art-Inspired CBD Apt with Free Parking,27357959,Canvas-Suites,,Melbourne,-37.82063,144.95575,Entire home/apt,300,1,287,2021-11-27,4.38,11,0,56,
15440553,"Escape to Melbourne, Victoria",99023540,Erich,,Melbourne,-37.82406,144.96255,Private room,71,2,34,2019-01-28,0.53,1,252,0,
15442474,Fantastic fully equipped 2 bedroom apartment,48301785,Hannah,,Moreland,-37.76542,144.94928,Entire home/apt,145,2,4,2017-01-22,0.06,1,0,0,
15444432,Melbourne Dockland Harbour View 2B Free Tram Zone,51975146,Selena,,Melbourne,-37.81499,144.94819,Entire home/apt,277,2,2,2020-01-25,0.07,3,15,0,
15457790,New York chic in the heart of Brunswck + carpark,49585020,Steven,,Moreland,-37.77183,144.95981,Entire home/apt,95,2,199,2020-04-11,3.05,1,67,0,
15458188,N.Melb apt-pool-wifi-free parking-Opposite RCH,52484516,Shyam  And Chitra,,Melbourne,-37.79616,144.94848,Entire home/apt,111,1,40,2022-03-06,0.63,1,262,11,
15471428,36ft motor yacht in New key marina,51694230,Nathan,,Melbourne,-37.81557,144.94342,Entire home/apt,380,10,0,,,1,364,0,
15473495,Former Hat Factory in Abbotsford,5041295,Kate,,Yarra,-37.80872,144.99566,Entire home/apt,100,2,8,2018-02-18,0.13,1,0,0,
15475656,It is a safety area to live.,26938568,Victor,,Boroondara,-37.81767,145.07989,Private room,110,1,0,,,1,363,0,
15486780,Phoenix - Amazing Location with Gym Sauna Pool Internet,1739996,Paul & Dan,,Melbourne,-37.81499,144.9538,Entire home/apt,194,2,197,2022-02-07,3.00,70,141,16,
15489363,A St.Kilda Oasis,9276451,Alana,,Port Phillip,-37.8656,144.99771,Entire home/apt,144,3,1,2017-10-06,0.02,1,0,0,
15498867,Quiet Laneway Retreat off The Bourke Street Mall,24911800,Eugénie,,Melbourne,-37.81349,144.96738,Entire home/apt,161,25,158,2021-07-12,2.47,3,312,11,
15502308,Urban Living Modern 1 Bedroom Apartment,99580334,Rezal,,Melbourne,-37.80825,144.96871,Entire home/apt,83,2,124,2022-03-08,1.91,1,211,16,
15514629,Charming and full of character Room 1,99698806,Anthony,,Wyndham,-37.89596,144.62683,Private room,33,2,47,2022-01-21,0.74,2,355,7,
15515554,Urban sanctuary in the heart of Northcote,2418728,Neisha,,Darebin,-37.77561,144.99709,Private room,45,1,46,2020-02-26,0.70,1,0,0,
15516535,梦之家园,81743692,Zhang,,Manningham,-37.78809,145.12283,Private room,70,1,8,2018-12-12,0.13,3,90,0,
15518516,Cosy Hawthorn Getaway with Private Terrace,28736478,Christine And Jacinta,,Boroondara,-37.82485,145.03532,Entire home/apt,181,3,102,2022-02-10,1.57,1,113,18,
15523904,"Newly renovated Victorian terrace. 3 bed, 2 bath.",5511930,Alison,,Moonee Valley,-37.78057,144.92746,Entire home/apt,409,1,89,2022-02-24,1.39,4,147,19,
15526019,Best Guesthouse,99833533,Dennis,,Maroondah,-37.813,145.25221,Entire home/apt,150,3,20,2018-11-06,0.31,2,0,0,
15526545,Comfortable room in new apartment,8642265,Annemie,,Glen Eira,-37.88426,144.99888,Private room,80,1,30,2020-02-09,0.48,2,84,0,
15526881,靠近Monash大学和南半球最大的购物中心(Chadstone )舒适明亮的房间,99842613,Fen & Nick,,Monash,-37.90687,145.07475,Private room,55,1,56,2020-02-04,0.87,2,67,0,
15527141,Modern & Convenient Inner-City Apartment,42358454,Sasha,,Yarra,-37.81948,145.00501,Private room,80,14,0,,,1,0,0,
15527992,City modern 2 bed apartment with Wifi,80621455,Upper West Side,,Melbourne,-37.81648,144.95422,Entire home/apt,166,3,94,2022-02-22,1.45,12,64,23,
15538414,A stylish light filled Elwood apartment near beach,11431239,Donna,,Port Phillip,-37.88436,144.99131,Entire home/apt,130,3,85,2022-03-06,1.32,1,13,7,
15538695,Luxury Apartment in the Heart of South Yarra,99969990,Daniel,,Stonnington,-37.83899,144.99474,Entire home/apt,328,3,155,2022-02-19,2.43,1,234,18,
15542656,"Stylish, Stunning, Spacious Home",4121237,Celeste,,Whitehorse,-37.80607,145.11234,Entire home/apt,350,4,12,2020-02-08,0.19,1,252,0,
15551596,Luxurious Private Bedroom with Panoramic View CBD,87886408,Julia,,Melbourne,-37.81838,144.95543,Private room,114,1,351,2022-03-06,5.35,2,83,26,
15551863,Spacious room in quiet street,71611494,Lucy,,Port Phillip,-37.86291,145.00949,Private room,55,2,1,2018-07-08,0.02,2,0,0,
15553801,Brand new in St Kilda - fully available Mar/Apr,100125368,Vicky,,Port Phillip,-37.86141,144.98256,Entire home/apt,115,30,93,2020-03-22,1.42,1,0,0,
15553928,South Yarra cosy 1BDR+1BATH+1STUDY APT + WIFI,24087654,Kaili (Kerrie),,Stonnington,-37.83719,144.99481,Entire home/apt,140,1,88,2022-02-25,1.38,2,158,1,
15554334,"Beachside luxury place, balcony & secured parking",65673711,Ross,,Port Phillip,-37.86446,144.9722,Entire home/apt,129,2,201,2022-03-03,3.08,1,325,20,
15554511,Art Deco Building set in Gorgeous Botanical Garden,100132866,Stephen,,Port Phillip,-37.87503,144.99101,Private room,80,1,15,2019-10-04,0.35,1,0,0,
15557718,South Melbourne one bedroom - amazing location!,22726745,Nick,,Port Phillip,-37.83337,144.96841,Entire home/apt,69,5,6,2018-03-26,0.09,1,0,0,
15572138,Berry St,11914644,Luxico Holiday Homes,,Melbourne,-37.81992,144.98918,Entire home/apt,2077,1,0,,,39,67,0,
15572386,Stunning city apartment - views + free parking,825559,Tikali,,Melbourne,-37.82907,144.96687,Entire home/apt,135,4,100,2022-01-30,1.56,1,48,15,
15572701,Modern Luxury in the Heart of St Kilda,30608233,Frederikke,,Port Phillip,-37.87221,144.98411,Entire home/apt,100,2,23,2019-01-27,0.35,1,0,0,
15573084,"Balcony Retreat w/50"" TV & Netflix!",52157448,Mike,,Glen Eira,-37.9037,145.02717,Entire home/apt,196,3,45,2022-03-06,0.68,1,344,7,
15573637,Large 2 Bed Apartment close to everything,100317345,Troy,,Boroondara,-37.82236,145.04473,Entire home/apt,214,2,75,2021-12-29,1.15,1,164,1,
15574563,"Large 3 level townhome, sleeps 10,  500m to beach",62883370,Aaron,,Port Phillip,-37.83859,144.94089,Entire home/apt,421,2,97,2020-03-04,1.71,2,1,0,
15575274,BEST VIEW OF MELBOURNE! MOST SOUGHT-AFTER BUILDING,100331531,Mateo,,Port Phillip,-37.8356,144.97265,Entire home/apt,143,1,3,2016-12-02,0.05,1,0,0,
15591127,Comfortable apartment ideal for racing fans,24808617,Louise,,Moonee Valley,-37.76512,144.9227,Entire home/apt,120,1,2,2016-10-29,0.03,1,0,0,
15591490,BOUTIQUE STAYS - Sandyside 1,760849,Boutique Stays Accommodation Group,,Bayside,-37.95287,145.01144,Entire home/apt,403,5,7,2021-12-10,0.22,62,363,1,
15592369,Beautiful Family Home in Inner-Melbourne,100463331,Kieran,,Yarra,-37.80143,144.99777,Entire home/apt,200,5,9,2020-01-19,0.14,1,0,0,
15594165,Sunny and Relaxed Room in Balaclava,48526355,Maleela,,Port Phillip,-37.87373,144.99783,Private room,54,2,15,2017-11-29,0.23,2,0,0,
15602810,Get Cozy by the Fire in the Sought-after City Suburbs,100565296,David,,Yarra,-37.81733,145.0053,Entire home/apt,499,5,29,2022-01-05,0.45,1,161,9,
